Census Tract,Total Population,ZIP,Nearby City,Longitude,Latitude,Drinking Water,geometry
6037533001,4270,90001,Los Angeles,-118.24555,33.9802221,538.02,POINT (-118.24555 33.9802221)
6037204910,3263,90023,Los Angeles,-118.1955701,34.0248828,790.2,POINT (-118.1955701 34.0248828)
6037533002,2647,90001,Los Angeles,-118.2391487,33.9774904,538.02,POINT (-118.2391487 33.9774904)
6037204820,2146,90023,Los Angeles,-118.2058412,34.0238161,766.84,POINT (-118.2058412 34.0238161)
6037199000,5479,90031,Los Angeles,-118.2197131,34.0800585,797.17,POINT (-118.2197131 34.0800585)
6037199900,2799,90031,Los Angeles,-118.2115758,34.0650794,819.22,POINT (-118.2115758 34.0650794)
6037240010,3697,90002,Los Angeles,-118.2637832,33.9583159,810.88,POINT (-118.2637832 33.9583159)
6037242200,6183,90002,Los Angeles,-118.2391843,33.9486636,804.91,POINT (-118.2391843 33.9486636)
6037239602,3805,90003,Los Angeles,-118.2749023,33.9694507,766.84,POINT (-118.2749023 33.9694507)
6037535101,7773,90001,Los Angeles,-118.2488118,33.9644276,683.28,POINT (-118.2488118 33.9644276)
6037206200,3971,90012,Los Angeles,-118.2415978,34.046994,766.84,POINT (-118.2415978 34.046994)
6037241202,5436,90044,Los Angeles,-118.2857509,33.9334324,789.69,POINT (-118.2857509 33.9334324)
6037532900,7226,90001,Los Angeles,-118.2520343,33.9790503,682,POINT (-118.2520343 33.9790503)
6037199700,3119,90031,Los Angeles,-118.2202429,34.0678503,766.84,POINT (-118.2202429 34.0678503)
6037532700,3408,90001,Los Angeles,-118.2413457,33.9852598,538.02,POINT (-118.2413457 33.9852598)
6037227020,3647,90011,Los Angeles,-118.251933,34.0157537,766.84,POINT (-118.251933 34.0157537)
6037208000,7646,90026,Los Angeles,-118.2560631,34.0625684,766.84,POINT (-118.2560631 34.0625684)
6037242100,2778,90002,Los Angeles,-118.2336329,33.945396,812.38,POINT (-118.2336329 33.945396)
6037187102,3897,90039,Los Angeles,-118.2514556,34.1090483,694.04,POINT (-118.2514556 34.1090483)
6037530601,2995,90063,Los Angeles,-118.1755967,34.0539591,674.82,POINT (-118.1755967 34.0539591)
6037535200,5850,90002,Los Angeles,-118.2508919,33.9512593,684.3,POINT (-118.2508919 33.9512593)
6037229100,5232,90011,Los Angeles,-118.2520958,33.9921607,766.84,POINT (-118.2520958 33.9921607)
6037186401,3437,90065,Los Angeles,-118.2455126,34.1174815,486.4,POINT (-118.2455126 34.1174815)
6037228720,4835,90011,Los Angeles,-118.2499406,33.999367,766.84,POINT (-118.2499406 33.999367)
6037535300,6146,90001,Los Angeles,-118.2361363,33.9615844,623.39,POINT (-118.2361363 33.9615844)
6037532303,4515,90040,Los Angeles,-118.1463431,34.0003294,646.92,POINT (-118.1463431 34.0003294)
6037531504,4280,90022,Los Angeles,-118.1673915,34.0282174,674.82,POINT (-118.1673915 34.0282174)
6037218400,4978,90016,Los Angeles,-118.3592342,34.0369278,766.84,POINT (-118.3592342 34.0369278)
6037203100,4426,90033,Los Angeles,-118.1964766,34.059079,486.4,POINT (-118.1964766 34.059079)
6037237202,4593,90047,Los Angeles,-118.3100903,33.9863341,766.84,POINT (-118.3100903 33.9863341)
6037540600,4971,90059,Los Angeles,-118.2341162,33.9243583,600.39,POINT (-118.2341162 33.9243583)
6037229420,4942,90011,Los Angeles,-118.2608177,33.9925311,801.17,POINT (-118.2608177 33.9925311)
6037232120,5987,90037,Los Angeles,-118.2839315,33.9996748,766.84,POINT (-118.2839315 33.9996748)
6037240020,5232,90002,Los Angeles,-118.2638081,33.9542444,810.74,POINT (-118.2638081 33.9542444)
6037229410,3571,90011,Los Angeles,-118.2695618,33.9922359,766.84,POINT (-118.2695618 33.9922359)
6037195802,2817,90026,Los Angeles,-118.2776959,34.0756705,766.84,POINT (-118.2776959 34.0756705)
6037535001,4288,90001,Los Angeles,-118.2531399,33.9714062,681.94,POINT (-118.2531399 33.9714062)
6037208302,4741,90026,Los Angeles,-118.2624816,34.0634788,766.84,POINT (-118.2624816 34.0634788)
6037204300,4986,90033,Los Angeles,-118.2078724,34.0387492,716.31,POINT (-118.2078724 34.0387492)
6037535102,4931,90002,Los Angeles,-118.2488361,33.9587246,538.02,POINT (-118.2488361 33.9587246)
6037232800,4086,90037,Los Angeles,-118.2771882,33.9923979,766.84,POINT (-118.2771882 33.9923979)
6037239320,4179,90003,Los Angeles,-118.2717384,33.9785676,766.84,POINT (-118.2717384 33.9785676)
6037228210,4160,90011,Los Angeles,-118.2534818,34.010412,766.84,POINT (-118.2534818 34.010412)
6037241201,2937,90044,Los Angeles,-118.2858348,33.9402403,788.47,POINT (-118.2858348 33.9402403)
6037291110,4059,90044,Los Angeles,-118.2868209,33.9200912,785.63,POINT (-118.2868209 33.9200912)
6037242000,4054,90002,Los Angeles,-118.2502155,33.9392821,720.83,POINT (-118.2502155 33.9392821)
6037207103,2324,90012,Los Angeles,-118.2392725,34.0644824,766.84,POINT (-118.2392725 34.0644824)
6037218500,2557,90016,Los Angeles,-118.3505675,34.0373844,766.84,POINT (-118.3505675 34.0373844)
6037531702,4725,90022,Los Angeles,-118.1597749,34.0158731,670.39,POINT (-118.1597749 34.0158731)
6037219800,2810,90016,Los Angeles,-118.3547601,34.029939,766.84,POINT (-118.3547601 34.029939)
6037224010,2672,90015,Los Angeles,-118.2658977,34.0367637,766.84,POINT (-118.2658977 34.0367637)
6037226420,5345,90011,Los Angeles,-118.2570623,34.0218419,766.84,POINT (-118.2570623 34.0218419)
6037186403,2743,90065,Los Angeles,-118.2394938,34.1118266,486.4,POINT (-118.2394938 34.1118266)
6037242300,5103,90002,Los Angeles,-118.2461145,33.948506,804.04,POINT (-118.2461145 33.948506)
6037239802,5623,90001,Los Angeles,-118.2629489,33.962408,766.84,POINT (-118.2629489 33.962408)
6037243000,7379,90002,Los Angeles,-118.2336919,33.9395183,714.88,POINT (-118.2336919 33.9395183)
6037232500,4700,90062,Los Angeles,-118.3108167,33.9920834,766.84,POINT (-118.3108167 33.9920834)
6037240300,5803,90044,Los Angeles,-118.2861229,33.9564095,788.21,POINT (-118.2861229 33.9564095)
6037206300,5702,90013,Los Angeles,-118.2432134,34.0411108,766.84,POINT (-118.2432134 34.0411108)
6037221401,3618,90018,Los Angeles,-118.3132694,34.033886,766.84,POINT (-118.3132694 34.033886)
6037203600,5238,90033,Los Angeles,-118.2095139,34.0513395,486.4,POINT (-118.2095139 34.0513395)
6037229300,5753,90011,Los Angeles,-118.2706778,33.9979135,766.84,POINT (-118.2706778 33.9979135)
6037199201,3650,90031,Los Angeles,-118.211907,34.0762204,791.8,POINT (-118.211907 34.0762204)
6037191620,2691,90029,Los Angeles,-118.3027253,34.0885866,766.84,POINT (-118.3027253 34.0885866)
6037204410,2309,90033,Los Angeles,-118.2152707,34.0461881,803.39,POINT (-118.2152707 34.0461881)
6037226410,3501,90011,Los Angeles,-118.2622815,34.0241996,766.84,POINT (-118.2622815 34.0241996)
6037232700,6588,90037,Los Angeles,-118.2858532,33.9923462,766.84,POINT (-118.2858532 33.9923462)
6037191500,5776,90029,Los Angeles,-118.296037,34.0872608,766.84,POINT (-118.296037 34.0872608)
6037535002,3735,90001,Los Angeles,-118.2465194,33.9711665,538.02,POINT (-118.2465194 33.9711665)
6037531503,2802,90063,Los Angeles,-118.174744,34.0294089,674.82,POINT (-118.174744 34.0294089)
6037191810,3417,90038,Los Angeles,-118.3277122,34.088924,766.84,POINT (-118.3277122 34.088924)
6037207102,2866,90012,Los Angeles,-118.2395097,34.0592851,766.84,POINT (-118.2395097 34.0592851)
6037238320,4090,90044,Los Angeles,-118.2861548,33.9621528,766.84,POINT (-118.2861548 33.9621528)
6037240700,6367,90002,Los Angeles,-118.2593919,33.9470153,816.22,POINT (-118.2593919 33.9470153)
6037531602,4613,90022,Los Angeles,-118.1647906,34.0186759,673.32,POINT (-118.1647906 34.0186759)
6037220100,2901,90016,Los Angeles,-118.3651555,34.0251238,766.84,POINT (-118.3651555 34.0251238)
6037238310,5018,90044,Los Angeles,-118.2861074,33.9660436,766.84,POINT (-118.2861074 33.9660436)
6037224600,3323,90007,Los Angeles,-118.2718023,34.0222989,766.84,POINT (-118.2718023 34.0222989)
6037534900,6209,90001,Los Angeles,-118.2367913,33.9707698,623.7,POINT (-118.2367913 33.9707698)
6037240800,4296,90002,Los Angeles,-118.261893,33.9397052,766.84,POINT (-118.261893 33.9397052)
6037224200,2613,90015,Los Angeles,-118.2767157,34.0406231,766.84,POINT (-118.2767157 34.0406231)
6037240402,4107,90044,Los Angeles,-118.2854788,33.9446893,788.01,POINT (-118.2854788 33.9446893)
6037228420,3160,90011,Los Angeles,-118.2718914,34.0082598,766.84,POINT (-118.2718914 34.0082598)
6037530801,4940,90063,Los Angeles,-118.1883898,34.0508765,791.92,POINT (-118.1883898 34.0508765)
6037540902,4853,90061,Los Angeles,-118.2718223,33.9109785,321.46,POINT (-118.2718223 33.9109785)
6037226700,7640,90011,Los Angeles,-118.2621294,34.0173502,766.84,POINT (-118.2621294 34.0173502)
6037199800,5428,90031,Los Angeles,-118.2103403,34.0706563,813.25,POINT (-118.2103403 34.0706563)
6037237101,4131,90044,Los Angeles,-118.2913772,33.9856234,766.84,POINT (-118.2913772 33.9856234)
6037531000,5132,90063,Los Angeles,-118.1739023,34.0407632,751.14,POINT (-118.1739023 34.0407632)
6037231100,3339,90007,Los Angeles,-118.2765579,34.0152478,766.84,POINT (-118.2765579 34.0152478)
6037190801,2693,90028,Los Angeles,-118.3244586,34.0943767,766.84,POINT (-118.3244586 34.0943767)
6037195710,4603,90026,Los Angeles,-118.2686024,34.0747292,766.84,POINT (-118.2686024 34.0747292)
6037192620,3747,90004,Los Angeles,-118.2960541,34.0776717,766.84,POINT (-118.2960541 34.0776717)
6037191720,3459,90038,Los Angeles,-118.3123611,34.0887897,766.84,POINT (-118.3123611 34.0887897)
6037185203,3609,90065,Los Angeles,-118.2316884,34.1001272,486.4,POINT (-118.2316884 34.1001272)
6037530602,1431,90063,Los Angeles,-118.1716259,34.0527788,826.55,POINT (-118.1716259 34.0527788)
6037531101,4973,90063,Los Angeles,-118.1885025,34.0360915,907.2,POINT (-118.1885025 34.0360915)
6037231720,4937,90037,Los Angeles,-118.284071,34.0074463,766.84,POINT (-118.284071 34.0074463)
6037185310,3113,90065,Los Angeles,-118.2226256,34.0922029,486.4,POINT (-118.2226256 34.0922029)
6037228410,3469,90011,Los Angeles,-118.2691132,34.01374,766.84,POINT (-118.2691132 34.01374)
6037186301,3074,90065,Los Angeles,-118.2404336,34.1223506,849.07,POINT (-118.2404336 34.1223506)
6037201700,5737,90032,Los Angeles,-118.1708887,34.0674315,843.46,POINT (-118.1708887 34.0674315)
6037209300,4684,90017,Los Angeles,-118.2683015,34.05073,766.84,POINT (-118.2683015 34.05073)
6037228710,3944,90011,Los Angeles,-118.2542903,33.9993679,766.84,POINT (-118.2542903 33.9993679)
6037209102,5734,90017,Los Angeles,-118.2675212,34.0551862,766.84,POINT (-118.2675212 34.0551862)
6037600303,3961,90044,Los Angeles,-118.2983324,33.9355949,371.35,POINT (-118.2983324 33.9355949)
6037531502,3339,90022,Los Angeles,-118.1708472,34.019891,671.34,POINT (-118.1708472 34.019891)
6037239502,3726,90001,Los Angeles,-118.2630441,33.9693296,766.84,POINT (-118.2630441 33.9693296)
6037228310,4518,90011,Los Angeles,-118.262416,34.011351,766.84,POINT (-118.262416 34.011351)
6037241110,3269,90061,Los Angeles,-118.2716976,33.936494,766.84,POINT (-118.2716976 33.936494)
6037540800,5313,90059,Los Angeles,-118.2557254,33.9176122,507.64,POINT (-118.2557254 33.9176122)
6037224020,2476,90007,Los Angeles,-118.2686568,34.0304827,766.84,POINT (-118.2686568 34.0304827)
6037207302,4556,90013,Los Angeles,-118.2477263,34.04755,766.84,POINT (-118.2477263 34.04755)
6037231900,5576,90037,Los Angeles,-118.2773419,33.9997716,766.84,POINT (-118.2773419 33.9997716)
6037237600,3902,90044,Los Angeles,-118.283872,33.9785135,766.84,POINT (-118.283872 33.9785135)
6037209104,2630,90017,Los Angeles,-118.2663761,34.0591782,766.84,POINT (-118.2663761 34.0591782)
6037191610,4208,90029,Los Angeles,-118.3059569,34.0863828,766.84,POINT (-118.3059569 34.0863828)
6037228220,4312,90011,Los Angeles,-118.2513193,34.0060455,766.84,POINT (-118.2513193 34.0060455)
6037238000,5886,90047,Los Angeles,-118.3097251,33.9472944,873.04,POINT (-118.3097251 33.9472944)
6037231710,3955,90037,Los Angeles,-118.2893576,34.0073136,766.84,POINT (-118.2893576 34.0073136)
6037209103,3708,90017,Los Angeles,-118.2640302,34.05711,766.84,POINT (-118.2640302 34.05711)
6037192610,4117,90004,Los Angeles,-118.2961539,34.081365,766.84,POINT (-118.2961539 34.081365)
6037234901,2967,90043,Los Angeles,-118.3286609,33.9817876,766.84,POINT (-118.3286609 33.9817876)
6037240401,6184,90044,Los Angeles,-118.2857119,33.949919,787.51,POINT (-118.2857119 33.949919)
6037218702,2120,90018,Los Angeles,-118.3337765,34.0334074,766.84,POINT (-118.3337765 34.0334074)
6037208720,4338,90057,Los Angeles,-118.2811045,34.0627628,766.84,POINT (-118.2811045 34.0627628)
6037199400,4396,90031,Los Angeles,-118.2093313,34.0896162,486.4,POINT (-118.2093313 34.0896162)
6037241300,2453,90044,Los Angeles,-118.2862377,33.9261331,766.84,POINT (-118.2862377 33.9261331)
6037219300,4163,90018,Los Angeles,-118.3318299,34.0267587,766.84,POINT (-118.3318299 34.0267587)
6037228500,5109,90011,Los Angeles,-118.2690648,34.0034919,766.84,POINT (-118.2690648 34.0034919)
6037219700,4563,90016,Los Angeles,-118.3490693,34.0277561,766.84,POINT (-118.3490693 34.0277561)
6037208402,2826,90026,Los Angeles,-118.266009,34.0683668,766.84,POINT (-118.266009 34.0683668)
6037239801,3586,90001,Los Angeles,-118.2629318,33.9660533,766.84,POINT (-118.2629318 33.9660533)
6037204200,3680,90033,Los Angeles,-118.2050757,34.0436195,710.9,POINT (-118.2050757 34.0436195)
6037231600,7278,90037,Los Angeles,-118.2980319,34.0072734,766.84,POINT (-118.2980319 34.0072734)
6037531902,4571,90022,Los Angeles,-118.1324571,34.0117799,804.35,POINT (-118.1324571 34.0117799)
6037228320,3081,90011,Los Angeles,-118.2636361,34.0078219,766.84,POINT (-118.2636361 34.0078219)
6037218900,6033,90018,Los Angeles,-118.3230172,34.0326941,766.84,POINT (-118.3230172 34.0326941)
6037531901,6160,90022,Los Angeles,-118.1423614,34.01324,785.84,POINT (-118.1423614 34.01324)
6037197700,5146,90012,Los Angeles,-118.2457754,34.0685435,766.84,POINT (-118.2457754 34.0685435)
6037231800,5080,90037,Los Angeles,-118.2774651,34.0074446,766.84,POINT (-118.2774651 34.0074446)
6037208802,3533,90057,Los Angeles,-118.2786688,34.0621454,766.84,POINT (-118.2786688 34.0621454)
6037237720,3753,90044,Los Angeles,-118.2861511,33.9692863,766.84,POINT (-118.2861511 33.9692863)
6037221601,3130,90007,Los Angeles,-118.2959265,34.0348166,766.84,POINT (-118.2959265 34.0348166)
6037195804,2600,90026,Los Angeles,-118.2728192,34.0787744,766.84,POINT (-118.2728192 34.0787744)
6037531102,3524,90063,Los Angeles,-118.1815818,34.0368392,674.82,POINT (-118.1815818 34.0368392)
6037237500,2990,90044,Los Angeles,-118.2893094,33.9783023,766.84,POINT (-118.2893094 33.9783023)
6037195720,2079,90026,Los Angeles,-118.2633783,34.0737627,766.84,POINT (-118.2633783 34.0737627)
6037232110,2890,90037,Los Angeles,-118.2893178,33.9994947,766.84,POINT (-118.2893178 33.9994947)
6037231210,3516,90037,Los Angeles,-118.2980282,34.0145285,766.84,POINT (-118.2980282 34.0145285)
6037228600,5125,90011,Los Angeles,-118.2608661,34.0036935,766.84,POINT (-118.2608661 34.0036935)
6037190802,2835,90028,Los Angeles,-118.3299158,34.0943604,766.84,POINT (-118.3299158 34.0943604)
6037237401,4086,90044,Los Angeles,-118.2948084,33.9784675,766.84,POINT (-118.2948084 33.9784675)
6037192700,3717,90004,Los Angeles,-118.2881064,34.0800134,766.84,POINT (-118.2881064 34.0800134)
6037207301,4806,90013,Los Angeles,-118.2516175,34.0465369,766.84,POINT (-118.2516175 34.0465369)
6037209402,3945,90057,Los Angeles,-118.277221,34.0546619,766.84,POINT (-118.277221 34.0546619)
6037602802,4360,90044,Los Angeles,-118.3003773,33.9201775,371.35,POINT (-118.3003773 33.9201775)
6037232200,3255,90037,Los Angeles,-118.2978735,34.0017243,766.84,POINT (-118.2978735 34.0017243)
6037600304,3905,90044,Los Angeles,-118.2940128,33.9353608,371.35,POINT (-118.2940128 33.9353608)
6037209401,4428,90057,Los Angeles,-118.2815247,34.0567212,766.84,POINT (-118.2815247 34.0567212)
6037190901,4429,90038,Los Angeles,-118.3124771,34.0944222,766.84,POINT (-118.3124771 34.0944222)
6037237710,4248,90044,Los Angeles,-118.2861364,33.9726959,766.84,POINT (-118.2861364 33.9726959)
6037237201,3582,90044,Los Angeles,-118.2991149,33.9857256,766.84,POINT (-118.2991149 33.9857256)
6037234902,3924,90043,Los Angeles,-118.3340918,33.9822575,802.37,POINT (-118.3340918 33.9822575)
6037600100,7156,90044,Los Angeles,-118.2956255,33.9551471,371.35,POINT (-118.2956255 33.9551471)
6037531202,4401,90023,Los Angeles,-118.1859277,34.0257388,791.48,POINT (-118.1859277 34.0257388)
6037232300,5616,90037,Los Angeles,-118.2981841,33.9974228,766.84,POINT (-118.2981841 33.9974228)
6037237102,3357,90044,Los Angeles,-118.2837235,33.9857553,766.84,POINT (-118.2837235 33.9857553)
6037530802,3157,90063,Los Angeles,-118.181318,34.052283,674.82,POINT (-118.181318 34.052283)
6037231220,4671,90037,Los Angeles,-118.2893753,34.0145635,766.84,POINT (-118.2893753 34.0145635)
6037208610,4441,90026,Los Angeles,-118.2817725,34.072159,766.84,POINT (-118.2817725 34.072159)
6037208502,3933,90057,Los Angeles,-118.2741645,34.066049,766.84,POINT (-118.2741645 34.066049)
6037209200,4356,90017,Los Angeles,-118.2610818,34.0542091,766.84,POINT (-118.2610818 34.0542091)
6037207502,2851,90071,Los Angeles,-118.253084,34.052707,766.84,POINT (-118.253084 34.052707)
6037221810,2811,90007,Los Angeles,-118.2923015,34.0306568,766.84,POINT (-118.2923015 34.0306568)
6037212304,1817,90005,Los Angeles,-118.2979144,34.0598537,766.84,POINT (-118.2979144 34.0598537)
6037232400,7322,90062,Los Angeles,-118.3108346,33.9993836,766.84,POINT (-118.3108346 33.9993836)
6037221500,4194,90018,Los Angeles,-118.3046372,34.0348455,766.84,POINT (-118.3046372 34.0348455)
6037209820,3262,90015,Los Angeles,-118.2782548,34.0472132,766.84,POINT (-118.2782548 34.0472132)
6037235202,4529,90043,Los Angeles,-118.330376,33.9730801,889.28,POINT (-118.330376 33.9730801)
6037208903,4212,90057,Los Angeles,-118.2733596,34.0597996,766.84,POINT (-118.2733596 34.0597996)
6037530302,6711,90022,Los Angeles,-118.1479458,34.0278115,794.35,POINT (-118.1479458 34.0278115)
6037201402,5149,90032,Los Angeles,-118.1877681,34.0689106,486.4,POINT (-118.1877681 34.0689106)
6037531201,5343,90063,Los Angeles,-118.1860673,34.0297365,791.67,POINT (-118.1860673 34.0297365)
6037234700,3482,90043,Los Angeles,-118.3276852,33.9872213,727.24,POINT (-118.3276852 33.9872213)
6037221402,2740,90018,Los Angeles,-118.3090474,34.0384431,766.84,POINT (-118.3090474 34.0384431)
6037229200,4648,90011,Los Angeles,-118.2608283,33.9982715,766.84,POINT (-118.2608283 33.9982715)
6037218210,3949,90019,Los Angeles,-118.3423056,34.0427907,766.84,POINT (-118.3423056 34.0427907)
6037201501,5356,90032,Los Angeles,-118.1646555,34.0865636,933.1,POINT (-118.1646555 34.0865636)
6037211202,2450,90004,Los Angeles,-118.294113,34.0745209,766.84,POINT (-118.294113 34.0745209)
6037203900,3179,90063,Los Angeles,-118.1944844,34.0333782,804.17,POINT (-118.1944844 34.0333782)
6037208902,2823,90017,Los Angeles,-118.2723721,34.0564462,766.84,POINT (-118.2723721 34.0564462)
6037209520,2821,90006,Los Angeles,-118.2769503,34.0505519,766.84,POINT (-118.2769503 34.0505519)
6037203200,5168,90033,Los Angeles,-118.1968646,34.0526028,486.4,POINT (-118.1968646 34.0526028)
6037209403,3844,90017,Los Angeles,-118.2738446,34.0531328,766.84,POINT (-118.2738446 34.0531328)
6037222200,3876,90018,Los Angeles,-118.3024156,34.0309167,766.84,POINT (-118.3024156 34.0309167)
6037197420,3580,90026,Los Angeles,-118.2571856,34.0832,766.84,POINT (-118.2571856 34.0832)
6037531603,3247,90022,Los Angeles,-118.1615136,34.0298023,674.82,POINT (-118.1615136 34.0298023)
6037237300,5387,90047,Los Angeles,-118.3110714,33.9782833,766.84,POINT (-118.3110714 33.9782833)
6037208620,4319,90057,Los Angeles,-118.2779829,34.069709,766.84,POINT (-118.2779829 34.069709)
6037531604,3758,90022,Los Angeles,-118.1623741,34.0238371,674.82,POINT (-118.1623741 34.0238371)
6037190520,3873,90027,Los Angeles,-118.3038048,34.0999328,766.84,POINT (-118.3038048 34.0999328)
6037191120,4068,90029,Los Angeles,-118.304794,34.0929287,766.84,POINT (-118.304794 34.0929287)
6037209810,2668,90006,Los Angeles,-118.2823449,34.0491173,766.84,POINT (-118.2823449 34.0491173)
6037530902,3858,90063,Los Angeles,-118.1810137,34.0445158,674.82,POINT (-118.1810137 34.0445158)
6037224420,2676,90007,Los Angeles,-118.2769037,34.0316495,766.84,POINT (-118.2769037 34.0316495)
6037190201,2533,90028,Los Angeles,-118.329714,34.1033578,766.84,POINT (-118.329714 34.1033578)
6037236202,5782,90008,Los Angeles,-118.3530792,34.0170719,766.84,POINT (-118.3530792 34.0170719)
6037207400,1384,90012,Los Angeles,-118.2466502,34.0561941,766.84,POINT (-118.2466502 34.0561941)
6037191410,4932,90029,Los Angeles,-118.2881169,34.0887621,766.84,POINT (-118.2881169 34.0887621)
6037213310,3492,90006,Los Angeles,-118.2978915,34.0508743,766.84,POINT (-118.2978915 34.0508743)
6037224320,3087,90015,Los Angeles,-118.280853,34.0415884,766.84,POINT (-118.280853 34.0415884)
6037277400,1263,90045,Los Angeles,-118.3743486,33.9490354,721.02,POINT (-118.3743486 33.9490354)
6037530301,2105,90022,Los Angeles,-118.155189,34.0294615,674.82,POINT (-118.155189 34.0294615)
6037212203,2978,90005,Los Angeles,-118.2903562,34.0597622,766.84,POINT (-118.2903562 34.0597622)
6037206031,3788,90021,Los Angeles,-118.2331623,34.0320283,871.53,POINT (-118.2331623 34.0320283)
6037218800,2852,90018,Los Angeles,-118.3230095,34.0377797,766.84,POINT (-118.3230095 34.0377797)
6037208801,2942,90057,Los Angeles,-118.2770843,34.059675,766.84,POINT (-118.2770843 34.059675)
6037600202,6952,90044,Los Angeles,-118.2991423,33.9426036,581.39,POINT (-118.2991423 33.9426036)
6037221710,2691,90007,Los Angeles,-118.2876316,34.0346981,766.84,POINT (-118.2876316 34.0346981)
6037210010,3712,90015,Los Angeles,-118.2723121,34.046851,766.84,POINT (-118.2723121 34.046851)
6037600201,4801,90044,Los Angeles,-118.2972695,33.9482522,663.64,POINT (-118.2972695 33.9482522)
6037195600,3178,90026,Los Angeles,-118.2655482,34.0808254,766.84,POINT (-118.2655482 34.0808254)
6037211921,2519,90020,Los Angeles,-118.292902,34.067232,766.84,POINT (-118.292902 34.067232)
6037238200,4994,90044,Los Angeles,-118.2979777,33.9634958,785.96,POINT (-118.2979777 33.9634958)
6037220000,5289,90016,Los Angeles,-118.3401928,34.0278406,766.84,POINT (-118.3401928 34.0278406)
6037221602,2919,90007,Los Angeles,-118.2921024,34.0384299,766.84,POINT (-118.2921024 34.0384299)
6037192510,3873,90004,Los Angeles,-118.3068568,34.079869,766.84,POINT (-118.3068568 34.079869)
6037221110,3837,90006,Los Angeles,-118.2878287,34.0457195,766.84,POINT (-118.2878287 34.0457195)
6037197500,3738,90026,Los Angeles,-118.2572428,34.0726632,766.84,POINT (-118.2572428 34.0726632)
6037234600,4622,90043,Los Angeles,-118.327561,33.9920177,735.85,POINT (-118.327561 33.9920177)
6037236100,5808,90008,Los Angeles,-118.3402132,34.0126393,755.25,POINT (-118.3402132 34.0126393)
6037221304,3548,90019,Los Angeles,-118.3146461,34.045362,766.84,POINT (-118.3146461 34.045362)
6037208301,2217,90026,Los Angeles,-118.2658492,34.0619781,766.84,POINT (-118.2658492 34.0619781)
6037195803,2724,90026,Los Angeles,-118.2769285,34.0818094,766.84,POINT (-118.2769285 34.0818094)
6037231500,5095,90062,Los Angeles,-118.3108266,34.0072777,766.84,POINT (-118.3108266 34.0072777)
6037224410,3167,90007,Los Angeles,-118.2799814,34.0351392,766.84,POINT (-118.2799814 34.0351392)
6037211310,3946,90004,Los Angeles,-118.298493,34.0709091,766.84,POINT (-118.298493 34.0709091)
6037234800,3476,90043,Los Angeles,-118.3220826,33.9818234,766.84,POINT (-118.3220826 33.9818234)
6037222600,5456,90007,Los Angeles,-118.295871,34.0218424,766.84,POINT (-118.295871 34.0218424)
6037277200,2424,90045,Los Angeles,-118.3822385,33.9526287,438.52,POINT (-118.3822385 33.9526287)
6037600302,2808,90047,Los Angeles,-118.3046455,33.935475,371.35,POINT (-118.3046455 33.935475)
6037203720,4237,90033,Los Angeles,-118.2031501,34.0468935,486.4,POINT (-118.2031501 34.0468935)
6037213202,3734,90006,Los Angeles,-118.3045035,34.0490294,766.84,POINT (-118.3045035 34.0490294)
6037191203,2466,90029,Los Angeles,-118.2939076,34.0931674,766.84,POINT (-118.2939076 34.0931674)
6037191301,2402,90029,Los Angeles,-118.2865853,34.0923345,766.84,POINT (-118.2865853 34.0923345)
6037231300,5444,90062,Los Angeles,-118.304538,34.0145164,766.84,POINT (-118.304538 34.0145164)
6037222001,3357,90018,Los Angeles,-118.3132805,34.0281954,766.84,POINT (-118.3132805 34.0281954)
6037199300,3665,90031,Los Angeles,-118.2003961,34.0941911,486.4,POINT (-118.2003961 34.0941911)
6037199120,4377,90031,Los Angeles,-118.1996896,34.0700703,693.15,POINT (-118.1996896 34.0700703)
6037211320,3195,90004,Los Angeles,-118.2941394,34.0708715,766.84,POINT (-118.2941394 34.0708715)
6037238100,4259,90047,Los Angeles,-118.3111989,33.963628,884.7,POINT (-118.3111989 33.963628)
6037190510,4240,90028,Los Angeles,-118.3113901,34.0999771,766.84,POINT (-118.3113901 34.0999771)
6037236204,2966,90008,Los Angeles,-118.3491896,34.0147165,766.84,POINT (-118.3491896 34.0147165)
6037213201,4330,90006,Los Angeles,-118.3045301,34.0526559,766.84,POINT (-118.3045301 34.0526559)
6037211922,3522,90020,Los Angeles,-118.2953981,34.0672221,766.84,POINT (-118.2953981 34.0672221)
6037218300,5354,90019,Los Angeles,-118.3548171,34.0427467,766.84,POINT (-118.3548171 34.0427467)
6037238400,4801,90047,Los Angeles,-118.3089917,33.9563491,940.55,POINT (-118.3089917 33.9563491)
6037208904,4114,90057,Los Angeles,-118.2700929,34.0595681,766.84,POINT (-118.2700929 34.0595681)
6037201401,4814,90032,Los Angeles,-118.1854971,34.078195,486.4,POINT (-118.1854971 34.078195)
6037231400,4656,90062,Los Angeles,-118.3129995,34.0145548,766.84,POINT (-118.3129995 34.0145548)
6037213402,4933,90006,Los Angeles,-118.2878882,34.0498405,766.84,POINT (-118.2878882 34.0498405)
6037199202,2993,90031,Los Angeles,-118.2032952,34.0812835,486.4,POINT (-118.2032952 34.0812835)
6037219010,3003,90018,Los Angeles,-118.3229262,34.0276144,766.84,POINT (-118.3229262 34.0276144)
6037191302,2073,90027,Los Angeles,-118.2884036,34.0962277,766.84,POINT (-118.2884036 34.0962277)
