Census Tract,Total Population,ZIP,Nearby City,Longitude,Latitude,Drinking Water,geometry
6037217200,3993,90019,Los Angeles,-118.3424594,34.049584,766.84,POINT (-118.3424594 34.049584)
6037218120,4652,90019,Los Angeles,-118.3206759,34.0435631,766.84,POINT (-118.3206759 34.0435631)
6037201301,4069,90032,Los Angeles,-118.1878082,34.0882239,486.4,POINT (-118.1878082 34.0882239)
6037600400,4140,90047,Los Angeles,-118.3140872,33.9369542,371.35,POINT (-118.3140872 33.9369542)
6037191204,2156,90029,Los Angeles,-118.2982812,34.0930661,766.84,POINT (-118.2982812 34.0930661)
6037207101,4068,90012,Los Angeles,-118.2448177,34.0612027,766.84,POINT (-118.2448177 34.0612027)
6037213320,2474,90006,Los Angeles,-118.2937,34.050883,766.84,POINT (-118.2937 34.050883)
6037204120,2960,90063,Los Angeles,-118.201168,34.0338905,486.4,POINT (-118.201168 34.0338905)
6037221820,2316,90007,Los Angeles,-118.2864985,34.0304526,766.84,POINT (-118.2864985 34.0304526)
6037191000,4621,90028,Los Angeles,-118.321677,34.1009548,766.84,POINT (-118.321677 34.1009548)
6037201601,2282,90032,Los Angeles,-118.1774624,34.0726971,486.4,POINT (-118.1774624 34.0726971)
6037209510,3004,90006,Los Angeles,-118.2819584,34.0529626,766.84,POINT (-118.2819584 34.0529626)
6037191201,4352,90027,Los Angeles,-118.2961735,34.0985767,766.84,POINT (-118.2961735 34.0985767)
6037224700,6456,90007,Los Angeles,-118.280016,34.0262403,766.84,POINT (-118.280016 34.0262403)
6037186404,2816,90065,Los Angeles,-118.2354293,34.1067595,486.4,POINT (-118.2354293 34.1067595)
6037218600,3009,90016,Los Angeles,-118.3427412,34.0371852,766.84,POINT (-118.3427412 34.0371852)
6037211201,2547,90004,Los Angeles,-118.2984693,34.0745294,766.84,POINT (-118.2984693 34.0745294)
6037201602,2780,90032,Los Angeles,-118.1678921,34.07715,486.4,POINT (-118.1678921 34.07715)
6037221302,5028,90019,Los Angeles,-118.3114921,34.0417457,766.84,POINT (-118.3114921 34.0417457)
6037221120,3145,90006,Los Angeles,-118.2878972,34.0421001,766.84,POINT (-118.2878972 34.0421001)
6037219020,4940,90018,Los Angeles,-118.3226729,34.0222083,766.84,POINT (-118.3226729 34.0222083)
6037213401,5285,90006,Los Angeles,-118.2879026,34.0537069,766.84,POINT (-118.2879026 34.0537069)
6037188100,3963,90039,Los Angeles,-118.2703438,34.1366071,803.57,POINT (-118.2703438 34.1366071)
6037221900,3802,90007,Los Angeles,-118.2895621,34.0267694,766.84,POINT (-118.2895621 34.0267694)
6037222002,5066,90018,Los Angeles,-118.3132782,34.0218914,766.84,POINT (-118.3132782 34.0218914)
6037190902,3835,90038,Los Angeles,-118.319013,34.094395,766.84,POINT (-118.319013 34.094395)
6037531800,5137,90022,Los Angeles,-118.1391833,34.0186986,793.08,POINT (-118.1391833 34.0186986)
6037232600,6339,90037,Los Angeles,-118.2979984,33.9920924,766.84,POINT (-118.2979984 33.9920924)
6037187200,2968,90039,Los Angeles,-118.2473892,34.1036004,823.21,POINT (-118.2473892 34.1036004)
6037222100,4226,90018,Los Angeles,-118.3023777,34.027317,766.84,POINT (-118.3023777 34.027317)
6037237402,3234,90047,Los Angeles,-118.3013342,33.9784618,766.84,POINT (-118.3013342 33.9784618)
6037208401,4479,90057,Los Angeles,-118.2691298,34.0637659,766.84,POINT (-118.2691298 34.0637659)
6037531701,5421,90022,Los Angeles,-118.1520851,34.0216887,673.81,POINT (-118.1520851 34.0216887)
6037212204,3383,90005,Los Angeles,-118.2865323,34.0598252,766.84,POINT (-118.2865323 34.0598252)
6037235201,2676,90043,Los Angeles,-118.3221148,33.9745535,802.25,POINT (-118.3221148 33.9745535)
6037192520,5298,90004,Los Angeles,-118.3024972,34.0799255,766.84,POINT (-118.3024972 34.0799255)
6037221303,2844,90006,Los Angeles,-118.3084384,34.0453825,766.84,POINT (-118.3084384 34.0453825)
6037237800,3664,90044,Los Angeles,-118.2981214,33.9709601,766.84,POINT (-118.2981214 33.9709601)
6037201120,4035,90032,Los Angeles,-118.1636768,34.0949515,782.87,POINT (-118.1636768 34.0949515)
6037183810,4406,90042,Los Angeles,-118.1978495,34.107365,486.4,POINT (-118.1978495 34.107365)
6037212800,3778,90019,Los Angeles,-118.3305985,34.0518662,766.84,POINT (-118.3305985 34.0518662)
6037190700,2841,90028,Los Angeles,-118.3336722,34.0986626,766.84,POINT (-118.3336722 34.0986626)
6037211122,3224,90004,Los Angeles,-118.2892234,34.0726794,766.84,POINT (-118.2892234 34.0726794)
6037530901,3519,90063,Los Angeles,-118.1886037,34.0432749,793.73,POINT (-118.1886037 34.0432749)
6037236203,3181,90016,Los Angeles,-118.3467706,34.0184552,766.84,POINT (-118.3467706 34.0184552)
6037197300,4080,90026,Los Angeles,-118.2520467,34.0811373,766.84,POINT (-118.2520467 34.0811373)
6037192420,4101,90004,Los Angeles,-118.3113323,34.0798801,766.84,POINT (-118.3113323 34.0798801)
6037221220,3659,90006,Los Angeles,-118.2960214,34.0435737,766.84,POINT (-118.2960214 34.0435737)
6037216900,5100,90019,Los Angeles,-118.3631083,34.0499363,766.84,POINT (-118.3631083 34.0499363)
6037702803,3167,90066,Los Angeles,-118.4325909,33.9954427,438.52,POINT (-118.4325909 33.9954427)
6037197200,3831,90031,Los Angeles,-118.2343586,34.0907632,815.35,POINT (-118.2343586 34.0907632)
6037269601,3406,90034,Los Angeles,-118.3794518,34.0418546,766.84,POINT (-118.3794518 34.0418546)
6037211410,2805,90004,Los Angeles,-118.3073155,34.0726142,766.84,POINT (-118.3073155 34.0726142)
6037186302,5442,90065,Los Angeles,-118.228857,34.1126744,486.4,POINT (-118.228857 34.1126744)
6037234502,2945,90043,Los Angeles,-118.3244227,34.0018666,717.3,POINT (-118.3244227 34.0018666)
6037234501,2744,90043,Los Angeles,-118.3244351,33.9974948,728.63,POINT (-118.3244351 33.9974948)
6037190401,2863,90027,Los Angeles,-118.3027866,34.1035718,766.84,POINT (-118.3027866 34.1035718)
6037212701,2389,90019,Los Angeles,-118.3193139,34.0543037,766.84,POINT (-118.3193139 34.0543037)
6037211120,5738,90020,Los Angeles,-118.2877775,34.0652365,766.84,POINT (-118.2877775 34.0652365)
6037217100,6326,90019,Los Angeles,-118.3545296,34.0489658,766.84,POINT (-118.3545296 34.0489658)
6037269700,3616,90034,Los Angeles,-118.387153,34.036336,727.09,POINT (-118.387153 34.036336)
6037224310,2449,90006,Los Angeles,-118.2827213,34.044384,766.84,POINT (-118.2827213 34.044384)
6037237900,4517,90047,Los Angeles,-118.3111925,33.9709293,877.48,POINT (-118.3111925 33.9709293)
6037189201,3370,90027,Los Angeles,-118.2961605,34.1035829,766.84,POINT (-118.2961605 34.1035829)
6037213100,3000,90019,Los Angeles,-118.3126928,34.0506364,766.84,POINT (-118.3126928 34.0506364)
6037218701,2448,90016,Los Angeles,-118.3333058,34.0373889,766.84,POINT (-118.3333058 34.0373889)
6037211804,3212,90020,Los Angeles,-118.3066067,34.0671619,766.84,POINT (-118.3066067 34.0671619)
6037218220,3929,90019,Los Angeles,-118.3348919,34.0434012,766.84,POINT (-118.3348919 34.0434012)
6037212303,3966,90005,Los Angeles,-118.2935144,34.0597633,766.84,POINT (-118.2935144 34.0597633)
6037183620,3245,90042,Los Angeles,-118.1898523,34.115176,486.4,POINT (-118.1898523 34.115176)
6037199110,2643,90032,Los Angeles,-118.197404,34.0793615,486.4,POINT (-118.197404 34.0793615)
6037191710,2734,90038,Los Angeles,-118.3192272,34.0855323,766.84,POINT (-118.3192272 34.0855323)
6037212202,3484,90005,Los Angeles,-118.2879321,34.0563658,766.84,POINT (-118.2879321 34.0563658)
6037211703,4490,90020,Los Angeles,-118.311582,34.0671467,766.84,POINT (-118.311582 34.0671467)
6037183820,4023,90042,Los Angeles,-118.1971252,34.1039592,486.4,POINT (-118.1971252 34.1039592)
6037204110,3299,90063,Los Angeles,-118.1987145,34.0387869,486.4,POINT (-118.1987145 34.0387869)
6037183103,4508,90042,Los Angeles,-118.1749059,34.1156486,779.89,POINT (-118.1749059 34.1156486)
6037201503,3446,90032,Los Angeles,-118.1739007,34.0851726,486.4,POINT (-118.1739007 34.0851726)
6037190100,4603,90028,Los Angeles,-118.3416948,34.0994853,766.84,POINT (-118.3416948 34.0994853)
6037203710,3161,90033,Los Angeles,-118.2009322,34.0498932,486.4,POINT (-118.2009322 34.0498932)
6037191420,3423,90029,Los Angeles,-118.2881029,34.0851215,766.84,POINT (-118.2881029 34.0851215)
6037221210,3230,90006,Los Angeles,-118.3028633,34.0436623,766.84,POINT (-118.3028633 34.0436623)
6037197600,2194,90026,Los Angeles,-118.2519864,34.0683315,766.84,POINT (-118.2519864 34.0683315)
6037212900,4340,90019,Los Angeles,-118.3215149,34.0494541,766.84,POINT (-118.3215149 34.0494541)
6037211910,4403,90020,Los Angeles,-118.2985036,34.0672078,766.84,POINT (-118.2985036 34.0672078)
6037235100,4487,90043,Los Angeles,-118.3463239,33.9852423,893.27,POINT (-118.3463239 33.9852423)
6037201200,2720,90032,Los Angeles,-118.1785407,34.0887082,486.4,POINT (-118.1785407 34.0887082)
6037183520,3787,90042,Los Angeles,-118.2015849,34.1109412,486.4,POINT (-118.2015849 34.1109412)
6037270300,2543,90034,Los Angeles,-118.3718243,34.0405392,766.84,POINT (-118.3718243 34.0405392)
6037191110,3476,90027,Los Angeles,-118.3049408,34.0965841,766.84,POINT (-118.3049408 34.0965841)
6037195903,2165,90026,Los Angeles,-118.2824401,34.0808128,766.84,POINT (-118.2824401 34.0808128)
6037267300,4788,90025,Los Angeles,-118.4496946,34.045202,438.52,POINT (-118.4496946 34.045202)
6037188300,3955,90039,Los Angeles,-118.2647639,34.1207814,486.4,POINT (-118.2647639 34.1207814)
6037219500,1777,90016,Los Angeles,-118.3405648,34.0209191,766.84,POINT (-118.3405648 34.0209191)
6037183610,3434,90042,Los Angeles,-118.1948974,34.1140024,486.4,POINT (-118.1948974 34.1140024)
6037201504,2243,90032,Los Angeles,-118.173792,34.080828,486.4,POINT (-118.173792 34.080828)
6037187101,3267,90039,Los Angeles,-118.2602407,34.1160806,486.4,POINT (-118.2602407 34.1160806)
6037191820,3095,90038,Los Angeles,-118.3277048,34.0852963,766.84,POINT (-118.3277048 34.0852963)
6037234300,3940,90008,Los Angeles,-118.329022,34.0073786,722.47,POINT (-118.329022 34.0073786)
6037271200,2734,90064,Los Angeles,-118.4420039,34.0313917,438.52,POINT (-118.4420039 34.0313917)
6037222500,5444,90018,Los Angeles,-118.3045508,34.0218497,766.84,POINT (-118.3045508 34.0218497)
6037211420,3452,90004,Los Angeles,-118.3029424,34.0726364,766.84,POINT (-118.3029424 34.0726364)
6037190402,2405,90027,Los Angeles,-118.3071514,34.1035491,766.84,POINT (-118.3071514 34.1035491)
6037212102,2301,90010,Los Angeles,-118.2984976,34.0635726,766.84,POINT (-118.2984976 34.0635726)
6037218110,3296,90019,Los Angeles,-118.3275531,34.0443254,766.84,POINT (-118.3275531 34.0443254)
6037208501,2388,90026,Los Angeles,-118.2719463,34.0695316,766.84,POINT (-118.2719463 34.0695316)
6037212305,3126,90005,Los Angeles,-118.2981624,34.0561038,766.84,POINT (-118.2981624 34.0561038)
6037234000,5156,90008,Los Angeles,-118.3214867,34.0120868,766.84,POINT (-118.3214867 34.0120868)
6037700102,4306,90046,Los Angeles,-118.3538978,34.0892775,766.84,POINT (-118.3538978 34.0892775)
6037234200,2361,90018,Los Angeles,-118.3311523,34.0164074,766.84,POINT (-118.3311523 34.0164074)
6037183101,3437,90042,Los Angeles,-118.1823583,34.1222377,837.72,POINT (-118.1823583 34.1222377)
6037212306,3366,90005,Los Angeles,-118.2940727,34.056128,766.84,POINT (-118.2940727 34.056128)
6037201110,2214,90032,Los Angeles,-118.1743334,34.0948042,835.84,POINT (-118.1743334 34.0948042)
